turns,victory_status,winner,white_rating,black_rating,opening_name,opening_ply,increment_code
20,resign,black,1479,1633,Italian Game: Schilling-Kostic Gambit,6,20+0
56,resign,black,1417,1470,Nimzo-Larsen Attack: Modern Variation #4,5,15+4
92,outoftime,black,1263,1454,Bishop's Opening: Berlin Defense,4,10+0
81,mate,white,1442,1487,Four Knights Game: Italian Variation,7,10+0
95,mate,white,1644,1447,Queen's Pawn Game: London System,5,10+0
110,resign,black,1456,1767,Ruy Lopez: Bird Variation,6,10+0
49,resign,black,1465,1523,French Defense: Knight Variation,3,10+0
123,resign,white,1392,1479,Ruy Lopez: Exchange Variation,7,10+0
81,mate,white,1463,1641,Three Knights Opening,5,15+0
66,mate,black,1476,1386,Alekhine Defense: Scandinavian Variation,4,15+0
64,resign,black,1615,1461,Scotch Game: Schmidt Variation,8,15+0
87,outoftime,white,1446,1579,Scandinavian Defense: Main Line,6,15+0
49,mate,white,1382,1459,Four Knights Game: Italian Variation,7,15+0
36,resign,black,1472,1406,King's Pawn Game: McConnell Defense,4,15+0
16,mate,black,1480,1594,Three Knights Opening,5,15+0
76,resign,black,1309,1474,Scotch Game: Alekhine Gambit,9,15+0
70,mate,black,1328,1467,Ruy Lopez: Berlin Defense #2,6,15+0
27,draw,draw,1469,1368,Four Knights Game: Ranken Variation,9,15+0
52,mate,black,1632,1453,Nimzo-Larsen Attack: Modern Variation #3,4,15+0
66,mate,black,1458,1666,Philidor Defense #2,4,15+0
78,mate,black,1481,1380,Philidor Defense #2,4,15+0
51,mate,white,1535,1491,Italian Game: Two Knights Defense ,10,15+0
17,resign,white,1564,1500,Queen's Gambit Refused: Chigorin Defense ,8,180+180
20,mate,black,1505,1690,French Defense: Normal Variation,3,60+0
74,resign,black,1496,1492,Van't Kruijs Opening,1,15+0
67,resign,white,1567,1500,Italian Game: Two Knights Defense ,8,15+0
16,resign,black,1506,1662,Sicilian Defense: O'Kelly Variation ,8,25+0
56,resign,black,1516,1546,Scotch Game,7,5+5
90,mate,black,1524,1597,Modern Defense,2,10+2
63,resign,white,1644,1532,Italian Game: Two Knights Defense ,7,6+4
47,mate,white,1618,1540,Scotch Game,7,5+5
115,draw,draw,1540,1543,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
85,resign,white,1512,1642,Scotch Game,7,20+0
39,resign,white,1738,1517,Queen's Gambit Accepted: Old Variation,5,10+3
212,draw,draw,1513,1634,Sicilian Defense: Old Sicilian,4,8+0
16,resign,white,1561,1523,Queen's Gambit Accepted: Old Variation,5,30+0
32,resign,black,1533,1553,Sicilian Defense: Hyperaccelerated Fianchetto,5,5+10
47,mate,white,1592,1542,Scotch Game: Lolli Variation,6,15+0
24,resign,white,1726,1547,Queen's Gambit Accepted: Old Variation,5,10+3
54,resign,black,1606,1535,Mikenas Defense,2,10+0
163,mate,white,1643,1542,Center Game: Kieseritzky Variation #4,7,15+0
42,resign,black,1548,1710,King's Pawn Game: Damiano Defense,4,20+0
129,outoftime,white,1537,1575,Sicilian Defense #2,6,8+0
79,resign,white,1603,1546,Scotch Game,7,8+0
33,resign,black,1546,1700,Sicilian Defense: Kan Variation,8,15+0
100,mate,black,1500,1546,Queen's Pawn Game: Chigorin Variation,3,8+0
36,resign,black,1546,1500,Scotch Game: Steinitz Variation,8,14+8
15,resign,white,1500,1546,Italian Game: Two Knights Defense ,11,15+8
57,mate,white,1546,1642,Scotch Game,7,10+0
120,resign,black,1546,1533,Scotch Game,5,5+8
59,resign,black,1604,1533,Russian Game: Urusov Gambit,5,5+8
41,mate,white,1523,1508,Scotch Game,7,10+0
118,resign,black,1571,1510,Scotch Game,7,10+8
17,resign,white,1683,1516,King's Pawn Game,2,5+5
44,resign,black,1649,1501,King's Pawn Game: Napoleon Attack,3,5+5
30,resign,black,1509,1617,Philidor Defense: Exchange Variation #2,7,10+0
114,resign,black,1518,1560,Sicilian Defense: Open #3,11,10+0
61,resign,white,1704,1523,Queen's Pawn Game #2,3,5+8
133,draw,draw,1520,1637,Scotch Game,7,8+0
109,resign,white,1624,1528,Scotch Game,7,15+0
65,mate,white,1513,1656,French Defense: Knight Variation,3,20+0
143,mate,white,1603,1521,King's Pawn Game: Napoleon Attack,3,8+0
127,resign,white,1509,1585,Nimzowitsch Defense: Kennedy Variation ,13,10+0
79,resign,white,1618,1516,Queen's Gambit Accepted: Central Variation ,6,10+0
32,resign,black,1522,1702,Scotch Game,7,7+8
129,resign,white,1555,1532,Scotch Game,7,8+0
58,resign,white,1651,1539,Scotch Game,7,6+3
20,resign,black,1545,1714,French Defense: Knight Variation,3,3+8
13,resign,white,1567,1555,Queen's Gambit Accepted,4,5+5
28,resign,black,1565,1563,Scotch Game,5,15+5
77,resign,black,1574,1632,Scotch Game,7,12+0
36,resign,black,1582,1663,Three Knights Opening: Winawer Defense,6,15+0
69,mate,white,1650,1590,Vienna Game: Stanley Variation,5,15+0
47,resign,white,1438,1436,French Defense: Knight Variation,3,15+2
42,resign,black,1486,1420,Modern Defense,2,20+0
109,draw,draw,1418,1472,Ruy Lopez: Classical Variation,6,20+15
71,resign,white,1390,1470,Hungarian Opening,1,20+0
83,mate,white,1428,1403,French Defense: La Bourdonnais Variation,3,30+0
109,mate,white,1384,1498,Hungarian Opening,1,9+2
75,outoftime,white,1598,1391,French Defense: Knight Variation,3,10+0
74,mate,black,1394,1764,Hungarian Opening,1,10+0
104,outoftime,black,1396,1889,Hungarian Opening: Sicilian Invitation,2,10+0
85,mate,white,1738,1399,French Defense: Knight Variation,3,10+0
53,mate,white,1749,1403,French Defense: Knight Variation,3,10+0
82,mate,black,1396,1389,French Defense: Queen's Knight,3,10+0
74,mate,black,1380,1375,French Defense: Two Knights Variation,5,8+8
83,mate,white,1360,1395,Caro-Kann Defense: Masi Variation,4,8+8
125,mate,white,1345,1345,Scandinavian Defense,2,10+5
135,mate,white,1473,1352,Modern Defense,2,25+0
72,mate,black,1365,1442,Nimzo-Larsen Attack: Modern Variation,2,20+5
61,mate,white,1474,1376,Modern Defense: Norwegian Defense,4,30+0
16,resign,black,1389,1465,Hungarian Opening,1,30+0
34,mate,black,1375,1372,Center Game #2,3,25+25
87,draw,draw,1372,1375,Hungarian Opening: Catalan Formation,4,25+25
37,resign,white,1430,1388,Italian Game,5,30+0
47,resign,black,1516,1362,Italian Game: Two Knights Defense ,7,30+10
47,resign,white,1699,1378,Semi-Slav Defense: Main Line,9,25+0
27,resign,white,1448,1394,Caro-Kann Defense,3,20+10
34,resign,black,1413,1431,King's Pawn Game: King's Head Opening #2,3,30+15
62,outoftime,black,1432,1477,French Defense: Queen's Knight,3,15+0
26,resign,white,1466,1453,King's Pawn Game: King's Head Opening #2,3,15+0
59,resign,black,1472,1550,King's Pawn Game: Busch-Gass Gambit,4,20+0
61,resign,black,1413,1449,English Opening: The Whale,3,15+5
81,mate,white,1429,1500,Pirc Defense #4,2,15+1
61,outoftime,white,1484,1454,Hungarian Opening,1,20+0
18,mate,black,1495,1419,King's Pawn Game: Macleod Attack,3,15+0
57,mate,white,1391,1360,King's Pawn Game: Busch-Gass Gambit,4,20+0
118,mate,black,1431,1350,Ruy Lopez: Cozio Defense,6,25+0
12,resign,black,1416,1302,Scotch Game,5,25+8
39,resign,black,1495,1240,Ruy Lopez: Berlin Defense #2,6,30+0
62,resign,black,1276,1322,Italian Game: Anti-Fried Liver Defense,6,15+3
20,resign,black,1298,1218,Scotch Game,5,20+0
67,resign,white,1351,1258,Queen's Pawn Game #2,3,20+4
72,outoftime,black,1323,1293,Philidor Defense,5,10+0
58,resign,white,1628,1348,King's Pawn Game: Wayward Queen Attack ,4,10+0
6,resign,black,1357,1871,Van't Kruijs Opening,1,10+10
60,resign,black,1385,1683,Sicilian Defense: Bowdler Attack,3,30+0
59,mate,white,1558,1457,Ruy Lopez: Cozio Defense,6,30+0
54,resign,black,1462,1249,King's Knight Opening: Normal Variation,4,30+0
53,resign,white,2035,1757,English Opening: Agincourt Defense #2,4,10+0
56,mate,black,2053,1840,Reti Opening: Advance Variation,4,10+0
36,mate,black,1468,2052,Blumenfeld Countergambit #2,6,10+0
63,resign,white,2043,1964,English Opening: Anglo-Indian Defense ,4,10+0
49,mate,white,1994,2057,Sicilian Defense: Wing Gambit ,5,10+2
36,mate,black,1684,1717,Queen's Pawn Game: Steinitz Countergambit,4,10+0
83,outoftime,white,1703,1783,Italian Game: Anti-Fried Liver Defense,6,10+0
58,mate,black,1807,1687,Ruy Lopez: Morphy Defense ,9,10+0
35,resign,white,1953,1691,Four Knights Game: Italian Variation,8,10+0
25,resign,white,1679,1698,King's Gambit Accepted ,6,10+0
70,resign,black,1398,1661,Ruy Lopez: Exchange Variation ,10,10+0
45,mate,white,1873,1667,King's Gambit,3,10+0
35,resign,white,1664,1315,Alekhine Defense,6,10+0
99,resign,white,1646,1833,Sicilian Defense: Godiva Variation,8,10+0
65,resign,white,1518,1582,King's Gambit Accepted ,5,10+0
75,mate,white,1575,1420,Scandinavian Defense,2,10+0
65,mate,white,1563,1615,Danish Gambit Accepted,9,10+0
135,mate,white,1551,1585,Bishop's Opening: Warsaw Gambit,7,10+5
57,mate,white,1551,1585,French Defense: Advance Variation,8,10+5
61,mate,white,1552,1538,Danish Gambit Accepted ,10,10+2
63,mate,white,1526,1564,Bishop's Opening: Berlin Defense,4,10+2
88,resign,black,1569,1747,Danish Gambit,5,10+2
66,resign,black,1577,1695,French Defense: Steinitz Attack,3,10+2
37,resign,black,1603,1565,Polish Opening,1,10+2
62,mate,black,1323,1560,Italian Game: Two Knights Defense ,7,10+0
110,resign,black,1724,1544,Queen's Pawn Game: Krause Variation,4,10+2
35,resign,white,1532,1556,Queen's Pawn Game #2,3,10+2
97,mate,white,1545,1543,French Defense: Normal Variation,3,10+2
96,resign,black,1552,1705,Scotch Gambit,11,10+2
57,mate,white,1513,1575,Italian Game: Anti-Fried Liver Defense,6,10+0
45,mate,white,1566,1499,Danish Gambit Accepted ,10,10+0
49,resign,white,1555,1566,Scotch Game,5,10+2
23,resign,white,1555,1566,King's Knight Opening: Normal Variation,4,10+2
72,outoftime,black,1567,1759,Danish Gambit Accepted,9,10+2
125,outoftime,white,1576,1779,Danish Gambit Accepted ,10,10+2
31,mate,white,1779,1576,French Defense: Advance Variation #2,7,10+2
25,resign,white,1576,1669,Danish Gambit Accepted ,10,10+2
56,mate,black,1600,1576,French Defense: Normal Variation,3,10+2
104,resign,black,1576,1600,Sicilian Defense: French Variation ,8,10+2
47,mate,white,1566,1520,Danish Gambit,5,10+2
29,resign,black,1530,1556,Russian Game: Three Knights Game,5,10+2
37,resign,white,1564,1567,Queen's Gambit Declined,4,10+2
30,resign,black,1578,1534,Owen Defense,2,10+2
60,outoftime,black,1551,1568,English Defense,4,10+2
79,resign,black,1569,2101,Sicilian Defense: Old Sicilian,4,10+0
54,resign,black,1523,1559,Queen's Gambit Accepted,4,10+0
71,resign,white,1542,1815,Sicilian Defense #2,6,10+0
32,outoftime,black,1600,1542,Ruy Lopez: Steinitz Defense,6,10+5
107,mate,white,1517,1553,French Defense #2,2,10+2
70,resign,black,1565,1536,Danish Gambit,5,10+2
48,mate,black,1577,1512,St. George Defense,4,10+2
53,resign,white,1714,1584,Petrov: Modern Attack,6,10+2
75,resign,white,1578,1430,Queen's Pawn Game: Franco-Sicilian Defense,4,10+0
36,mate,black,1437,1571,Sicilian Defense: Bowdler Attack,3,10+0
61,resign,white,1559,1594,Danish Gambit,5,10+2
95,mate,white,1291,1464,Scandinavian Defense: Mieses-Kotroc Variation,4,15+0
25,resign,white,1657,1301,Four Knights Game: Italian Variation,8,10+3
60,mate,black,1303,1889,French Defense: Advance Variation ,10,5+5
59,mate,white,1303,1223,Ruy Lopez,6,20+0
33,mate,white,1418,1303,Dutch Defense: Korchnoi Attack,3,8+8
53,mate,white,1303,1500,Four Knights Game: Italian Variation,7,10+0
38,mate,black,1431,1312,Center Game: Berger Variation,8,6+8
59,outoftime,white,1699,1315,Nimzo-Larsen Attack: Classical Variation,2,10+0
36,resign,black,1626,1291,King's Pawn Game: King's Head Opening #2,3,10+0
60,mate,black,1294,1669,Caro-Kann Defense,2,10+0
15,resign,white,1381,1305,Center Game #2,3,5+5
34,draw,draw,1296,1544,Scotch Game,7,5+5
18,resign,black,1693,1667,Scandinavian Defense: Blackburne-Kloosterboer Gambit,4,7+7
3,resign,black,1259,1693,Scandinavian Defense,2,4+6
9,mate,white,1693,1259,Russian Game: Damiano Variation,6,4+6
55,outoftime,white,1640,1706,Queen's Pawn Game: Krause Variation,4,4+6
38,resign,black,1712,1907,Sicilian Defense: Open #3,7,8+2
66,resign,black,1621,1703,Vienna Game: Mengarini Variation,5,5+8
38,resign,black,1704,2406,Elephant Gambit,4,15+10
63,resign,white,2406,1704,Slav Defense: Three Knights Variation,7,15+10
140,resign,black,1549,1697,Queen's Pawn Game #2,3,0+15
99,resign,white,1683,1776,French Defense: Exchange Variation,5,11+0
42,resign,white,1666,1872,Sicilian Defense: Najdorf ,11,15+10
111,resign,white,1867,1671,English Opening: King's English Variation ,6,15+10
33,resign,white,1664,1883,Sicilian Defense: Najdorf ,11,15+10
38,mate,black,1671,1806,Sicilian Defense: Kan Variation ,9,3+10
45,outoftime,white,2041,1674,Vienna Game: Stanley Variation ,6,7+2
21,resign,white,1697,1684,Italian Game: Two Knights Defense ,10,10+0
71,mate,white,1634,1698,Van't Kruijs Opening,1,8+0
24,draw,draw,1818,1694,English Opening: King's English Variation,2,1+15
109,draw,draw,1700,1502,French Defense: Exchange Variation,5,8+0
84,resign,white,1696,1404,French Defense: Exchange Variation,5,15+10
29,resign,white,1962,1700,King's Gambit Accepted ,6,5+5
48,outoftime,black,1706,1874,Ruy Lopez: Cozio Defense,6,8+0
28,resign,black,1907,1689,Bishop's Opening: Vienna Hybrid ,7,8+0
41,resign,white,1850,1696,King's Gambit Accepted: Modern Defense #2,7,5+8
60,mate,black,1700,1991,Ruy Lopez: Steinitz Defense,6,5+5
48,outoftime,black,1705,1889,Scandinavian Defense: Main Line ,8,11+9
49,resign,white,1694,1721,Ruy Lopez: Classical Variation,6,10+0
74,outoftime,black,1704,1712,Scotch Game,7,5+7
55,resign,white,1767,1713,Hungarian Opening,1,10+0
52,resign,black,1726,1686,Ruy Lopez: Schliemann Defense ,7,12+10
32,resign,black,1696,1715,Italian Game: Two Knights Defense ,7,12+10
93,mate,white,2252,1716,King's Gambit Accepted ,5,7+7
78,draw,draw,1791,1714,Danish Gambit,5,7+2
38,mate,black,1731,1875,French Defense: Normal Variation,3,8+0
43,resign,white,1720,1738,Philidor Defense #2,4,6+6
20,mate,black,1750,1708,Bishop's Opening: Berlin Defense ,5,6+6
80,resign,black,1717,1745,Sicilian Defense: Dragon Variation,10,10+10
94,draw,draw,1744,1717,Nimzo-Larsen Attack: Modern Variation #4,5,8+0
51,resign,white,1708,1649,Sicilian Defense: Katalimov Variation,4,10+8
106,mate,black,1515,1885,Alekhine Defense: Scandinavian Variation,4,7+5
68,mate,black,1885,1515,Modern Defense,2,7+5
68,resign,black,1710,1885,Canard Opening,3,12+7
55,resign,white,1500,1885,Rubinstein Opening: Bogoljubov Defense,14,2+12
96,resign,black,1885,1500,Sicilian Defense: Accelerated Dragon,8,2+12
53,resign,white,1885,1645,Ruy Lopez: Classical Variation,6,10+0
34,resign,black,1645,1885,Sicilian Defense: Bowdler Attack,3,10+0
3,outoftime,white,1546,1885,Sicilian Defense,2,8+5
54,resign,black,1670,1885,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,8+0
64,resign,black,1885,1500,French Defense: Two Knights Variation,5,10+1
76,resign,white,1743,1757,Caro-Kann Defense: Advance Variation ,7,7+5
50,resign,black,1754,1772,Sicilian Defense: McDonnell Attack ,6,45+15
84,mate,black,1637,1746,Sicilian Defense: Bowdler Attack,3,10+15
47,resign,black,1440,1742,Sicilian Defense: Loewenthal Variation,8,10+15
51,mate,white,1738,1462,King's Gambit Accepted ,6,10+15
28,resign,white,1733,1487,French Defense: Queen's Knight,3,10+15
66,resign,black,1579,1726,Van't Kruijs Opening,1,10+15
45,resign,white,1716,1657,Sicilian Defense: Grand Prix Attack,5,10+15
73,mate,white,1507,1735,Sicilian Defense: Smith-Morra Gambit #2,3,10+15
78,resign,black,1512,1729,Van Geet Opening,1,10+15
82,resign,black,1773,1653,Owen Defense,2,10+0
13,mate,white,1757,1874,Caro-Kann Defense,3,10+0
57,mate,white,1747,1655,French Defense: Exchange Variation,5,10+0
34,mate,black,1755,1871,French Defense: Advance Variation ,10,10+0
106,mate,black,1732,1743,Sicilian Defense: Bowdler Attack,3,10+0
70,outoftime,black,1756,1813,French Defense: Steiner Variation,3,10+0
111,outoftime,white,1772,1768,Queen's Pawn Game: Chigorin Variation,4,8+0
59,resign,white,1762,1580,King's Gambit Accepted ,6,10+15
33,resign,white,1563,1781,Queen's Gambit Accepted: Old Variation,5,10+15
20,mate,black,1522,1776,Queen's Pawn Game: Chigorin Variation,4,10+15
42,resign,black,1784,1904,King's Pawn Game: Busch-Gass Gambit,4,10+0
35,resign,white,2059,1789,Modern Defense,2,10+0
24,resign,black,1803,1744,Russian Game: Urusov Gambit,5,10+0
60,mate,black,1777,1791,Sicilian Defense: Najdorf Variation,11,10+0
87,outoftime,white,1803,1803,Modern Defense,2,10+0
62,resign,black,1811,1955,Scotch Game: Classical Variation,8,10+0
52,resign,black,1830,1623,Sicilian Defense,3,10+0
59,mate,white,1662,1849,Sicilian Defense: Smith-Morra Gambit,5,10+0
67,mate,white,1832,1941,Sicilian Defense: Paulsen Variation,10,10+0
88,mate,black,1978,1814,Zukertort Opening: Kingside Fianchetto,2,10+0
32,resign,black,1298,1382,Giuoco Piano,6,10+0
19,resign,white,1367,1440,Italian Game: Scotch Gambit ,12,10+0
174,draw,draw,1344,1368,Van Geet Opening: Reversed Nimzowitsch,2,10+0
83,resign,white,1351,1465,Russian Game: Damiano Variation,6,15+1
85,resign,white,1344,1140,Italian Game: Two Knights Defense ,7,15+5
69,resign,white,1607,1349,Scotch Game: Haxo Gambit,8,10+0
79,mate,white,1321,1510,Caro-Kann Defense,3,10+0
74,mate,black,1325,1644,Italian Game: Classical Variation #2,7,10+0
80,mate,black,1322,1311,Queen's Pawn Game: Chigorin Variation,4,10+0
101,mate,white,1297,1500,Ruy Lopez: Bird Variation,6,15+0
62,mate,black,1081,1290,Mikenas Defense,2,15+15
65,resign,white,1277,1280,Italian Game: Schilling-Kostic Gambit,6,10+0
83,mate,white,1226,1293,Bishop's Opening: Berlin Defense,4,10+0
69,mate,white,1500,1299,Ruy Lopez: Open ,11,10+5
44,resign,black,1110,1292,Sicilian Defense: Bowdler Attack,3,15+5
73,resign,white,1277,1293,Three Knights Opening,5,15+15
12,resign,black,1378,1492,King's Pawn Game: Wayward Queen Attack,3,20+0
21,resign,white,1580,1501,Italian Game: Schilling-Kostic Gambit,6,6+3
30,resign,black,1510,1545,Philidor Defense: Morphy Gambit,7,10+0
170,mate,black,1344,1487,King's Knight Opening: Normal Variation,4,15+5
47,resign,white,1477,1441,Scotch Game: Scotch Gambit ,8,15+0
42,resign,black,1711,1729,Scandinavian Defense: Modern Variation #2,4,8+4
56,mate,black,1742,1700,Philidor Defense: Bird Gambit,7,8+4
27,resign,white,1726,1710,Queen's Pawn Game #2,3,5+8
96,resign,white,1779,1719,Bishop's Opening: Boi Variation,4,4+6
101,mate,white,1709,1671,Bishop's Opening: Berlin Defense,4,6+3
73,resign,black,1696,1698,English Opening: Symmetrical Variation,2,5+8
33,resign,white,1687,1708,Bishop's Opening: Berlin Defense,4,5+8
70,resign,black,1720,1675,Queen's Pawn Game: Mason Attack,3,5+8
31,outoftime,white,1662,1744,Bishop's Opening: Philidor Variation,5,5+8
72,outoftime,black,1670,1764,French Defense: Normal Variation,3,5+5
52,resign,black,1780,1656,Philidor Defense: Exchange Variation #2,7,5+5
30,mate,black,1629,1645,Ruy Lopez: Steinitz Defense,6,5+7
47,resign,white,1634,1641,Italian Game: Two Knights Defense ,7,5+7
50,resign,black,1652,1623,King's Pawn Game: Dresden Opening,5,5+7
142,draw,draw,1622,1653,Bishop's Opening: Berlin Defense,4,5+7
99,resign,white,1738,1629,Nimzo-Larsen Attack: Modern Variation #2,3,5+5
64,resign,black,1732,1615,Ruy Lopez: Steinitz Defense,6,20+2
56,resign,black,1622,1768,Bishop's Opening,3,5+5
55,resign,white,1609,1677,Sicilian Defense: Bowdler Attack,3,5+5
55,resign,white,1595,1696,Sicilian Defense: Bowdler Attack,3,10+5
37,mate,white,1688,1603,Philidor Defense: Exchange Variation,8,10+5
68,resign,black,1611,1721,Sicilian Defense: Bowdler Attack,3,10+0
57,resign,white,1597,1701,Sicilian Defense: Bowdler Attack,3,6+10
42,mate,black,1716,1582,Philidor Defense: Exchange Variation #2,7,6+10
12,resign,black,1587,1786,Italian Game: Schilling-Kostic Gambit,6,5+8
49,outoftime,white,1780,1593,Bishop's Opening,3,5+8
31,resign,white,1799,1598,Queen's Gambit Refused: Austrian Defense,4,7+5
86,resign,black,1606,1704,Bishop's Opening: Boi Variation,4,6+6
100,resign,black,1615,1658,Four Knights Game: Italian Variation,7,10+6
65,resign,white,1731,1623,Ruy Lopez: Steinitz Defense,6,5+8
79,resign,white,1610,1691,Scandinavian Defense,2,5+7
79,resign,white,1691,1618,Scotch Game,7,5+8
51,outoftime,white,1606,1655,Caro-Kann Defense: Advance Variation,5,5+5
27,mate,white,1712,1622,Giuoco Piano,6,5+5
69,resign,white,1607,1729,Scandinavian Defense,2,7+6
33,mate,white,1655,1617,Italian Game: Evans Gambit ,10,10+6
55,mate,white,1604,1668,Russian Game: Urusov Gambit,5,10+6
47,resign,white,1759,1611,Scotch Game: Classical Variation,8,5+8
66,mate,black,1752,1595,Italian Game: Giuoco Pianissimo ,8,5+5
101,resign,white,1832,1600,Bishop's Opening: Boi Variation,4,5+8
63,resign,white,1665,1609,Bishop's Opening,3,5+5
63,outoftime,white,1708,1617,Italian Game: Two Knights Defense ,7,5+8
71,mate,white,1603,1688,King's Gambit Accepted ,5,8+0
48,resign,white,1730,1611,Philidor Defense #3,5,15+10
31,mate,white,1596,1746,King's Pawn Game: McConnell Defense,4,15+10
105,resign,white,1775,1602,Queen's Pawn Game #2,3,15+10
41,resign,black,1606,1828,King's Gambit Accepted ,5,8+5
41,resign,white,1807,1612,King's Gambit Declined ,4,6+8
63,resign,white,1869,1616,King's Gambit Accepted ,6,10+12
49,mate,white,2208,1885,Ruy Lopez: Classical Variation,6,10+0
180,resign,black,2228,2193,Italian Game: Two Knights Defense ,7,10+0
47,resign,white,2187,1974,Sicilian Defense: Dragon ,13,10+0
52,resign,black,1879,2183,King's Gambit Accepted ,5,10+0
47,resign,white,2168,2189,Caro-Kann Defense: Advance Variation ,7,10+0
29,mate,white,2188,1763,St. George Defense,4,10+0
68,resign,black,2016,2180,Nimzo-Indian Defense: Saemisch Variation ,9,10+0
35,resign,white,2180,1494,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
24,resign,black,1669,2178,French Defense: Advance Variation,8,10+0
61,mate,white,2178,1414,Mikenas Defense,2,10+0
71,resign,white,2157,2355,Sicilian Defense: Accelerated Dragon ,9,5+5
43,resign,white,2071,2175,Four Knights Game: Spanish Variation ,8,15+0
48,resign,black,1812,2172,Torre Attack #2,3,10+0
31,mate,white,2169,1736,Duras Gambit,2,10+0
25,mate,white,2168,1650,Nimzowitsch Defense: Scandinavian Variation ,5,10+0
38,mate,black,1614,2167,French Defense: Steinitz Attack,3,10+0
15,resign,white,2165,1651,Nimzowitsch Defense: Scandinavian Variation ,5,10+0
50,mate,black,1468,2165,Queen's Pawn Game: Chigorin Variation,4,10+0
69,outoftime,white,2162,1814,Sicilian Defense: Najdorf ,11,10+0
20,resign,black,1826,2159,Scotch Game: Scotch Gambit ,9,15+5
102,resign,black,2065,2149,Queen's Pawn Game: Krause Variation,4,10+5
83,resign,white,2075,2165,Indian Game: Seirawan Attack,5,10+0
57,resign,white,2154,2084,Zukertort Opening: Queenside Fianchetto Variation,2,10+0
72,resign,black,2093,2143,Slav Defense: Czech Variation ,11,10+0
68,resign,black,2000,2135,St. George Defense,2,15+0
55,mate,white,2126,2007,Italian Game: Giuoco Pianissimo ,8,15+0
100,draw,draw,2020,2120,Pirc Defense,4,25+0
51,resign,white,2109,2028,Scotch Game: Classical Variation,8,25+0
67,resign,white,2122,1859,Bird Opening,2,20+10
42,resign,black,1810,2118,Caro-Kann Defense,2,30+0
88,outoftime,black,2105,2104,Owen Defense,2,15+0
84,resign,black,2062,2090,Ruy Lopez: Morphy Defense,9,30+10
93,outoftime,white,1786,2118,Kadas Opening,1,10+0
100,outoftime,black,2122,2446,English Opening: Great Snake Variation,2,10+0
41,mate,white,2113,1954,English Opening: Anglo-Dutch Defense,2,10+0
56,mate,black,1778,2109,Caro-Kann Defense: Hillbilly Attack,3,10+0
59,resign,white,2099,1974,English Opening: Caro-Kann Defensive System,2,10+0
66,resign,black,1865,2092,Caro-Kann Defense: Hillbilly Attack,3,15+0
72,outoftime,black,1782,1602,French Defense: Knight Variation,3,10+0
89,outoftime,white,1767,1921,Sicilian Defense: Delayed Alapin,5,10+0
98,mate,black,1411,1702,Sicilian Defense: Closed Variation ,4,5+8
32,resign,white,1700,1263,Ruy Lopez: Cozio Defense,6,10+0
37,mate,white,1772,1710,Sicilian Defense: Dragon ,11,10+0
47,resign,white,1693,1834,Ruy Lopez: Morphy Defense ,8,5+5
113,resign,white,1693,1500,Ruy Lopez: Berlin Defense ,8,5+8
45,resign,black,1957,1923,Sicilian Defense,4,10+0
113,outoftime,white,1980,1967,Pirc Defense #5,3,8+0
66,outoftime,black,1996,1955,Colle System #2,7,8+0
64,resign,black,1949,1957,King's Indian Defense: Four Pawns Attack,9,5+5
54,resign,black,1969,1938,Sicilian Defense: Kan Variation ,9,5+5
22,resign,black,2058,1955,French Defense: La Bourdonnais Variation,3,8+0
73,resign,white,1944,1947,Nimzowitsch Defense: Lean Variation,4,8+0
51,resign,white,1930,2032,Sicilian Defense: Four Knights Variation,10,5+5
50,resign,black,2004,1918,King's Indian Defense,6,2+10
46,resign,black,2088,1902,King's Indian Defense: Normal Variation,7,10+0
45,resign,black,1906,2161,Caro-Kann Defense,2,15+5
37,resign,white,2146,1911,Queen's Pawn Game: Symmetrical Variation,4,5+10
19,resign,white,1957,1920,Three Knights Opening,5,15+0
55,resign,white,1938,1930,Indian Game: East Indian Defense,4,15+0
71,resign,white,1917,2002,Czech Defense,6,5+5
64,outoftime,black,1928,1920,Ruy Lopez: Closed,13,5+6
36,resign,white,1954,1938,Ruy Lopez: Exchange Variation ,10,15+0
10,resign,white,1941,1948,Indian Game,2,15+0
3,draw,draw,1953,1999,Bird Opening: Dutch Variation ,3,12+3
65,mate,white,1952,1954,Sicilian Defense,4,15+0
42,resign,white,1943,1963,Sicilian Defense: Open #3,7,15+0
42,resign,black,1974,1961,Queen's Pawn Game #2,3,10+5
57,resign,white,2035,1983,Philidor Defense #3,5,15+10
85,draw,draw,1972,1973,Ruy Lopez: Bird Variation,6,60+0
70,draw,draw,1973,1973,Dutch Defense,2,20+2
140,resign,black,1980,2085,Sicilian Defense: Morphy Gambit,5,15+0
61,resign,white,2022,1989,Queen's Gambit Accepted,4,15+0
78,resign,black,2000,1917,Nimzo-Indian Defense: Three Knights Variation,7,15+0
37,mate,white,1991,1930,French Defense: Knight Variation,3,10+10
79,resign,white,2186,1996,Dutch Defense,2,10+0
80,resign,black,1958,1987,Dutch Defense: Staunton Gambit Accepted,4,20+0
9,mate,white,1932,1989,Dutch Defense: Hopton Attack,3,8+0
31,resign,white,1980,1946,Giuoco Piano,6,8+0
53,mate,white,1500,1165,Old Indian Defense: Ukrainian Variation,6,10+3
